Plate,Comment [Plate Replicate],Comment [Plate Subset],Well,Characteristics [Organism 1],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism 2],Term Source 2 REF,Term Source 2 Accession,Characteristics [Cell Line],Term Source 3 REF,Term Source 3 Accession,Prestwick Chemical Library ID,Compound Name,Compound PubChem CID,Compound PubChem URL,Compound Concentration (microMolar),CAS,Compound SMILES,Experimental Condition [DMSO solvent],Control Type,Comment [Control Type Comments],Quality Control,Comment [Quality Control Comments],Channels,Max Nuclei Intensity,Total Nuclei Intensity,Mean Nuclei Intensity,Number Of Nuclei,Max Virus Intensity,Total Virus Intensity,Mean Virus Intensity,Median Virus Intensity,Number Of Plaques,Number Of Infected Nuclei,Lesion Area,Infection Index
BSF018292-1A,1,A,B16,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-1256,Caffeine,2519,https://pubchem.ncbi.nlm.nih.gov/compound/2519,1.25,58-08-2,c12c(C(N(C(N1C)=O)C)=O)n(cn2)C,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,36092,14612175905,3483.814217,33196,63175,8667623707,2066.522528,862,30,21565,1915526,0.649626461
BSF018292-1A,1,A,B17,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-1274,Emedastine,3219,https://pubchem.ncbi.nlm.nih.gov/compound/3219,1.25,87233-61-2,c1(nc2c(n1CCOCC)cccc2)N1CCN(CCC1)C,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,34620,15821078908,3772.039153,34949,65320,7578891391,1806.948517,737,22,21507,1760110,0.615382414
BSF018292-1A,1,A,B18,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-1297,Lacidipine,5311217,https://pubchem.ncbi.nlm.nih.gov/compound/5311217,1.25,103890-78-4,C=1(\C(\C(=C(/N/C1/C)\C)\C(=O)OCC)c1c(/C=C/C(OC(C)(C)C)=O)cccc1)/C(=O)OCC,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,65535,15616940110,3723.368671,34236,65535,8241119420,1964.835982,796,22,21870,1845539,0.638801262
BSF018292-1A,1,A,B19,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-1321,Prothionamide,666418,https://pubchem.ncbi.nlm.nih.gov/compound/666418,1.25,14222-60-7,C(c1cc(ncc1)CCC)(=S)N,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,41624,16075634952,3832.730043,35618,63743,8717017314,2078.298882,868,22,23022,1929617,0.646358583
BSF018292-1A,1,A,B2,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,,Dimethyl sulfoxide,679,https://pubchem.ncbi.nlm.nih.gov/compound/679,1762.5,67-68-5,CS(=O)C,0.01%,negative control,solvent control,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,39965,18332326023,4370.767122,38765,57290,7708310863,1837.804523,759,24,22959,1790021,0.59226106
BSF018292-1A,1,A,B20,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-1343,Sparfloxacin,60464,https://pubchem.ncbi.nlm.nih.gov/compound/60464,1.25,110871-86-8,c12c(N(\C=C(/C1=O)\C(=O)O)C1CC1)c(c(c(c2N)F)N1C[C@H](N[C@H](C1)C)C)F,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,40979,17931210153,4275.133646,37508,65535,7797078906,1858.968474,733,22,22194,1760528,0.591713768
BSF018292-1A,1,A,B21,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-1364,Zafirlukast,5717,https://pubchem.ncbi.nlm.nih.gov/compound/5717,1.25,107753-78-6,S(NC(c1cc(c(Cc2c3c(n(c2)C)ccc(NC(OC2CCCC2)=O)c3)cc1)OC)=O)(c1c(C)cccc1)(=O)=O,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,36041,14455745707,3446.518351,32316,65535,8040303266,1916.95768,665,29,19351,1658002,0.598805545
BSF018292-1A,1,A,B22,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-139,Cefotaxime sodium salt,10695961,https://pubchem.ncbi.nlm.nih.gov/compound/10695961,1.25,64485-93-4,N1\2C([C@H]([C@]1(SC\C(=C2\C([O-])=O)\COC(=O)C)[H])NC(\C(\c1nc(sc1)N)=N/OC)=O)=O,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,33345,16007891704,3816.578794,35647,62213,8044862014,1918.04457,830,20,22827,1892264,0.640362443
BSF018292-1A,1,A,B23,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,,3'-Deoxy-3'-Fluorothymidine,33039,https://pubchem.ncbi.nlm.nih.gov/compound/33039,1.25,25526-93-6,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)F,,positive control,inhibits adenovirus replication,,,Hoechst:nuclei; GFP:infection,33664,13620103635,3247.285756,28348,65535,2671068732,636.8324118,283,0,2516,0,0.088754057
BSF018292-1A,1,A,B24,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,,3'-Deoxy-3'-Fluorothymidine,33039,https://pubchem.ncbi.nlm.nih.gov/compound/33039,1.25,25526-93-6,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)F,,positive control,inhibits adenovirus replication,,,Hoechst:nuclei; GFP:infection,30976,13579262752,3237.548531,28026,65535,2205144993,525.7475359,257,0,2170,0,0.077428102
BSF018292-1A,1,A,B3,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-10,Sulfaguanidine,5324,https://pubchem.ncbi.nlm.nih.gov/compound/5324,1.25,57-67-0,S(NC(=N)N)(c1ccc(N)cc1)(=O)=O,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,34502,17247222420,4112.058263,36659,65535,8999555996,2145.661353,963,30,24434,2027409,0.666521182
BSF018292-1A,1,A,B4,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-1015,Ethamsylate,17506,https://pubchem.ncbi.nlm.nih.gov/compound/17506,1.25,2624-44-4,S(c1cc(ccc1O)O)(=O)(=O)O,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,33900,14485420885,3453.593465,32184,65535,6735720939,1605.921016,580,17,16812,1368702,0.522371365
BSF018292-1A,1,A,B5,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-1030,Torsemide,41781,https://pubchem.ncbi.nlm.nih.gov/compound/41781,1.25,56211-40-6,S(NC(NC(C)C)=O)(c1c(Nc2cc(ccc2)C)ccnc1)(=O)=O,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,41643,17739149842,4229.3429,37042,62009,9131284744,2177.067934,985,25,24824,2041120,0.670158199
BSF018292-1A,1,A,B6,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-1045,Sertaconazole nitrate,200103,https://pubchem.ncbi.nlm.nih.gov/compound/200103,1.25,99592-39-9,s1c2c(c(c1)COC(c1c(cc(cc1)Cl)Cl)Cn1cncc1)cccc2Cl,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,44108,15594786401,3718.086815,34193,65535,5919179678,1411.242408,450,16,15029,1086195,0.439534408
BSF018292-1A,1,A,B7,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-106,Nicorandil,47528,https://pubchem.ncbi.nlm.nih.gov/compound/47528,1.25,65141-46-0,[N+]([O-])(=O)OCCNC(c1cnccc1)=O,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,36490,17748308982,4231.526609,36337,59961,6412344684,1528.822108,534,26,18350,1440351,0.504994909
BSF018292-1A,1,A,B8,Homo sapiens,NCBITaxon,NCBITaxon_9606,Human adenovirus 2,NCBITaxon,NCBITaxon_10515,A549,EFO,EFO_0001086,Prestw-1076,Ciprofibrate,2763,https://pubchem.ncbi.nlm.nih.gov/compound/2763,1.25,52214-84-3,C1(C(C1)c1ccc(OC(C(=O)O)(C)C)cc1)(Cl)Cl,,,,pass,non-toxic in absence of infection,Hoechst:nuclei; GFP:infection,30587,15684131747,3739.388406,34386,65535,8490300613,2024.245408,908,26,23018,1970660,0.669400337
